Election,Precinct,TOTPOP,NH_WHITE,NH_BLACK,NH_ASIAN,HISP,num_black,num_white,num_asian,num_hispanic,num_undetermined,black_avail,white_avail,asian_avail,hisp_avail,black_thresh,white_thresh,asian_thresh,hispanic_thresh,How many surpass?
E15,603,3634,2835,132,386,181,0,3,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,701,3481,2632,158,380,190,0,4,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,801,3183,2248,110,518,191,0,3,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,802,3164,2294,146,420,187,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,901,3314,2908,58,140,113,0,4,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,902,3737,2877,195,334,192,0,3,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,903,3654,2475,443,324,257,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,1001,3488,2710,187,314,143,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,1002,3111,2579,95,240,130,0,4,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,1102,3534,2675,246,285,181,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,1103,4039,2695,398,540,263,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,102,3208,2038,221,521,314,1,3,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,103,3287,1929,462,406,333,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,301,3193,2016,334,312,357,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,302,1770,1175,212,182,140,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,303,1853,1188,196,140,224,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,402,3237,2186,253,456,231,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,501,3189,1913,414,423,284,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,601,3546,2574,226,403,224,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,602,3305,2334,129,537,195,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,603,3634,2835,132,386,181,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,701,3481,2632,158,380,190,1,3,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,801,3183,2248,110,518,191,1,3,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,802,3164,2294,146,420,187,1,3,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,901,3314,2908,58,140,113,0,4,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,902,3737,2877,195,334,192,0,4,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,903,3654,2475,443,324,257,1,3,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,1001,3488,2710,187,314,143,1,3,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,1002,3111,2579,95,240,130,0,4,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,1102,3534,2675,246,285,181,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E17,1103,4039,2695,398,540,263,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,100,1310,977,34,170,55,0,5,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,102,812,568,42,94,62,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,104,1209,896,39,129,71,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,105,863,652,20,77,63,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,106,1597,1193,81,179,69,1,4,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,107,783,602,29,73,45,1,4,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,108,1103,744,61,152,73,1,4,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,109,1302,996,43,129,69,1,4,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,110,928,663,39,135,38,1,4,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,111,832,616,38,92,50,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,112,745,575,21,61,50,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,113,1365,1061,28,102,111,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,114,1461,1042,57,138,133,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,115,1428,895,210,107,113,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,116,1430,1064,58,110,111,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,118,1340,981,65,119,87,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,119,891,645,45,94,69,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,120,1763,1026,283,138,203,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,124,781,492,55,105,81,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,125,1221,781,113,169,91,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,126,1869,1259,133,213,158,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,127,1444,994,61,171,137,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,128,469,362,36,44,16,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,129,1357,959,113,121,80,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,130,1631,1132,102,207,105,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,133,1080,729,56,147,91,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,137,885,539,144,64,83,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,141,1234,702,197,153,102,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,142,888,559,77,115,88,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,143,799,451,97,121,81,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,144,911,625,83,105,58,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,145,1722,1097,150,228,142,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,146,910,684,65,85,43,1,4,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,148,1088,716,141,110,60,1,4,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,149,984,629,114,123,59,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,150,1084,740,115,99,57,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,151,1441,1057,95,115,81,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,152,1104,822,66,84,66,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,153,1504,1030,103,195,90,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,154,1158,797,49,155,81,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,155,955,726,37,91,55,0,5,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,156,869,647,41,81,44,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,157,957,691,48,109,65,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,158,1065,840,70,62,47,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,159,704,461,61,90,52,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,160,1309,953,116,117,55,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,161,643,440,40,67,62,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,162,1677,1211,72,195,97,1,4,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,249,1060,625,153,135,84,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,292,1496,920,140,232,121,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,295,425,284,41,47,37,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,296,857,506,84,127,78,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,304,1240,709,111,199,111,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,305,815,526,56,125,70,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,807,590,393,33,86,45,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,810,337,256,22,21,25,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,812,253,151,38,23,33,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,815,378,208,48,53,40,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,816,246,183,10,20,18,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,818,328,217,28,40,12,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,823,113,69,12,18,7,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,831,38,24,4,4,4,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,832,72,46,5,8,11,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
2013-mayor-cvr,MINNEAPOLIS W-5 P-07,4160,279,2596,530,528,1,3,0,0,1,4,27,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
2013-park-at-large-cvr,MINNEAPOLIS W-5 P-07,4160,279,2596,530,528,3,2,0,0,0,3,7,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
2013-ward-5-cvr,MINNEAPOLIS W-5 P-07,4160,279,2596,530,528,2,1,1,0,1,2,1,1,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
2017-mayor-cvr,MINNEAPOLIS W-5 P-07,4160,279,2596,530,528,1,4,0,0,0,2,12,1,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
2017-park-at-large-cvr,MINNEAPOLIS W-5 P-07,4160,279,2596,530,528,2,3,0,0,0,2,8,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
2017-ward-5-cvr,MINNEAPOLIS W-5 P-07,4160,279,2596,530,528,3,0,1,0,1,3,0,1,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CC3,268,1061,161,589,105,148,4,1,0,0,0,4,1,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CC3,275,1174,169,714,105,110,4,1,0,0,0,4,1,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CC5,828,821,119,432,93,131,0,1,0,3,1,0,1,0,3,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,268,1061,161,589,105,148,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,275,1174,169,714,105,110,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,279,1679,184,937,229,246,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,281,2355,297,1365,325,220,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,369,902,84,578,36,136,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,381,735,94,541,34,48,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,383,1742,242,1161,56,219,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,384,2199,263,1377,124,311,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,808,386,36,278,16,36,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,827,403,59,254,20,55,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CCL,828,821,119,432,93,131,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,268,1061,161,589,105,148,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,275,1174,169,714,105,110,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,279,1679,184,937,229,246,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,281,2355,297,1365,325,220,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,364,902,84,578,36,136,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,381,735,94,541,34,48,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,383,1742,242,1161,56,219,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,384,2199,263,1377,124,311,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,808,386,36,278,16,36,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,827,403,59,254,20,55,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,828,821,119,432,93,131,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
CC3,262,2627,158,393,1523,486,3,1,0,0,1,4,1,0,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CC5,261,1846,269,291,827,393,0,1,0,3,1,0,1,0,3,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CC5,324,3910,115,531,1545,1564,0,1,0,3,1,0,1,0,3,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CC5,326,5149,171,763,1493,2607,0,1,0,3,1,0,1,0,3,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CC5,329,2511,161,393,753,1119,0,1,0,3,1,0,1,0,3,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CC5,825,1049,57,64,662,253,0,1,0,3,1,0,1,0,3,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CCL,261,1846,269,291,827,393,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CCL,262,2627,158,393,1523,486,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CCL,324,3910,115,531,1545,1564,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CCL,326,5149,171,763,1493,2607,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CCL,329,2511,161,393,753,1119,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CCL,333,3506,205,452,645,2088,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
CCL,825,1049,57,64,662,253,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
MY14,261,1846,269,291,827,393,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
MY14,262,2627,158,393,1523,486,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
MY14,324,3910,115,531,1545,1564,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
MY14,326,5149,171,763,1493,2607,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
MY14,329,2511,161,393,753,1119,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
MY14,333,3506,205,452,645,2088,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
MY14,825,1049,57,64,662,253,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
MY14,838,237,16,22,77,112,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
2013-mayor-cvr,MINNEAPOLIS W-12 P-08,1880,1231,132,51,391,1,4,0,0,0,4,27,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-mayor-cvr,MINNEAPOLIS W-8 P-02,4510,2620,546,138,951,1,4,0,0,0,4,27,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-mayor-cvr,MINNEAPOLIS W-9 P-02,4998,2217,699,85,1643,1,4,0,0,0,4,27,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-mayor-cvr,MINNEAPOLIS W-9 P-05,1715,489,194,79,818,1,4,0,0,0,4,27,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-mayor-cvr,MINNEAPOLIS W-9 P-06,3998,1931,507,110,1110,1,4,0,0,0,4,27,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-park-at-large-cvr,MINNEAPOLIS W-12 P-08,1880,1231,132,51,391,1,4,0,0,0,3,7,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-park-at-large-cvr,MINNEAPOLIS W-8 P-02,4510,2620,546,138,951,1,4,0,0,0,3,7,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-park-at-large-cvr,MINNEAPOLIS W-9 P-02,4998,2217,699,85,1643,2,3,0,0,0,3,7,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-park-at-large-cvr,MINNEAPOLIS W-9 P-05,1715,489,194,79,818,2,3,0,0,0,3,7,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-park-at-large-cvr,MINNEAPOLIS W-9 P-06,3998,1931,507,110,1110,1,4,0,0,0,3,7,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-ward-9-cvr,MINNEAPOLIS W-9 P-02,4998,2217,699,85,1643,1,3,0,1,0,1,4,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-ward-9-cvr,MINNEAPOLIS W-9 P-05,1715,489,194,79,818,1,3,0,1,0,1,4,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-ward-9-cvr,MINNEAPOLIS W-9 P-06,3998,1931,507,110,1110,1,3,0,1,0,1,4,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-mayor-cvr,MINNEAPOLIS W-12 P-08,1880,1231,132,51,391,1,4,0,0,0,2,12,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-mayor-cvr,MINNEAPOLIS W-3 P-10,1938,1045,296,91,354,1,4,0,0,0,2,12,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-mayor-cvr,MINNEAPOLIS W-8 P-02,4510,2620,546,138,951,1,4,0,0,0,2,12,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-mayor-cvr,MINNEAPOLIS W-9 P-02,4998,2217,699,85,1643,1,4,0,0,0,2,12,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-mayor-cvr,MINNEAPOLIS W-9 P-05,1715,489,194,79,818,1,4,0,0,0,2,12,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-mayor-cvr,MINNEAPOLIS W-9 P-06,3998,1931,507,110,1110,1,4,0,0,0,2,12,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-park-at-large-cvr,MINNEAPOLIS W-12 P-08,1880,1231,132,51,391,2,3,0,0,0,2,8,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-park-at-large-cvr,MINNEAPOLIS W-3 P-10,1938,1045,296,91,354,2,3,0,0,0,2,8,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-park-at-large-cvr,MINNEAPOLIS W-8 P-02,4510,2620,546,138,951,2,3,0,0,0,2,8,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-park-at-large-cvr,MINNEAPOLIS W-9 P-02,4998,2217,699,85,1643,2,3,0,0,0,2,8,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-park-at-large-cvr,MINNEAPOLIS W-9 P-05,1715,489,194,79,818,2,3,0,0,0,2,8,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2017-park-at-large-cvr,MINNEAPOLIS W-9 P-06,3998,1931,507,110,1110,2,3,0,0,0,2,8,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
CC3,264,2895,716,331,432,1298,4,1,0,0,0,4,1,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
CCL,264,2895,716,331,432,1298,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
CCL,375,670,366,102,53,118,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
CCL,834,130,59,16,12,34,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
MY14,264,2895,716,331,432,1298,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
MY14,375,670,366,102,53,118,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
MY14,834,130,59,16,12,34,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
2013-mayor-cvr,MINNEAPOLIS W-6 P-05,2909,439,1356,73,676,1,4,0,0,0,4,27,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
2013-mayor-cvr,MINNEAPOLIS W-9 P-04,4213,664,867,123,1620,1,4,0,0,0,4,27,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
2013-park-at-large-cvr,MINNEAPOLIS W-6 P-05,2909,439,1356,73,676,3,2,0,0,0,3,7,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
